instance,algorithm,randomSeed,epsilon,horizon,REG
medium_scale,epsilon-greedy,47,0.2,50,21.0
medium_scale,epsilon-greedy,47,0.2,200,53.0
medium_scale,epsilon-greedy,47,0.2,800,74.0
medium_scale,epsilon-greedy,47,0.2,3200,168.0
medium_scale,epsilon-greedy,47,0.2,12800,555.0
medium_scale,epsilon-greedy,47,0.2,51200,1993.0
medium_scale,epsilon-greedy,47,0.2,204800,8420.0
medium_scale,epsilon-greedy,48,0.2,50,12.0
medium_scale,epsilon-greedy,48,0.2,200,23.0
medium_scale,epsilon-greedy,48,0.2,800,48.0
medium_scale,epsilon-greedy,48,0.2,3200,176.0
medium_scale,epsilon-greedy,48,0.2,12800,547.0
medium_scale,epsilon-greedy,48,0.2,51200,2001.0
medium_scale,epsilon-greedy,48,0.2,204800,8058.0
medium_scale,epsilon-greedy,49,0.2,50,14.0
medium_scale,epsilon-greedy,49,0.2,200,43.0
medium_scale,epsilon-greedy,49,0.2,800,114.0
medium_scale,epsilon-greedy,49,0.2,3200,199.0
medium_scale,epsilon-greedy,49,0.2,12800,595.0
medium_scale,epsilon-greedy,49,0.2,51200,2075.0
medium_scale,epsilon-greedy,49,0.2,204800,8107.0
medium_scale,kl-ucb,0,0.02,50,5.0
medium_scale,kl-ucb,0,0.02,200,6.0
medium_scale,kl-ucb,0,0.02,800,-13.0
medium_scale,kl-ucb,0,0.02,3200,3.0
medium_scale,kl-ucb,0,0.02,12800,-110.0
medium_scale,kl-ucb,0,0.02,51200,-48.0
medium_scale,kl-ucb,0,0.02,204800,404.0
medium_scale,kl-ucb,1,0.02,50,1.0
medium_scale,kl-ucb,1,0.02,200,16.0
medium_scale,kl-ucb,1,0.02,800,37.0
medium_scale,kl-ucb,1,0.02,3200,41.0
medium_scale,kl-ucb,1,0.02,12800,51.0
medium_scale,kl-ucb,1,0.02,51200,107.0
medium_scale,kl-ucb,1,0.02,204800,180.0
medium_scale,kl-ucb,2,0.02,50,2.0
medium_scale,kl-ucb,2,0.02,200,2.0
medium_scale,kl-ucb,2,0.02,800,-10.0
medium_scale,kl-ucb,2,0.02,3200,-32.0
medium_scale,kl-ucb,2,0.02,12800,-118.0
medium_scale,kl-ucb,2,0.02,51200,53.0
medium_scale,kl-ucb,2,0.02,204800,-263.0
medium_scale,kl-ucb,3,0.02,50,8.0
medium_scale,kl-ucb,3,0.02,200,36.0
medium_scale,kl-ucb,3,0.02,800,155.0
medium_scale,kl-ucb,3,0.02,3200,623.0
medium_scale,kl-ucb,3,0.02,12800,2417.0
medium_scale,kl-ucb,3,0.02,51200,10168.0
medium_scale,kl-ucb,3,0.02,204800,40784.0
medium_scale,kl-ucb,4,0.02,50,21.0
medium_scale,kl-ucb,4,0.02,200,81.0
medium_scale,kl-ucb,4,0.02,800,313.0
medium_scale,kl-ucb,4,0.02,3200,1272.0
medium_scale,kl-ucb,4,0.02,12800,5081.0
medium_scale,kl-ucb,4,0.02,51200,20377.0
medium_scale,kl-ucb,4,0.02,204800,81624.0
medium_scale,kl-ucb,5,0.02,50,2.0
medium_scale,kl-ucb,5,0.02,200,14.0
medium_scale,kl-ucb,5,0.02,800,0.0
medium_scale,kl-ucb,5,0.02,3200,21.0
medium_scale,kl-ucb,5,0.02,12800,28.0
medium_scale,kl-ucb,5,0.02,51200,-34.0
medium_scale,kl-ucb,5,0.02,204800,101.0
medium_scale,kl-ucb,6,0.02,50,7.0
medium_scale,kl-ucb,6,0.02,200,4.0
medium_scale,kl-ucb,6,0.02,800,16.0
medium_scale,kl-ucb,6,0.02,3200,57.0
medium_scale,kl-ucb,6,0.02,12800,80.0
medium_scale,kl-ucb,6,0.02,51200,-98.0
medium_scale,kl-ucb,6,0.02,204800,-71.0
medium_scale,kl-ucb,7,0.02,50,21.0
medium_scale,kl-ucb,7,0.02,200,79.0
medium_scale,kl-ucb,7,0.02,800,318.0
medium_scale,kl-ucb,7,0.02,3200,1281.0
medium_scale,kl-ucb,7,0.02,12800,5098.0
medium_scale,kl-ucb,7,0.02,51200,20444.0
medium_scale,kl-ucb,7,0.02,204800,82140.0
medium_scale,kl-ucb,8,0.02,50,-2.0
medium_scale,kl-ucb,8,0.02,200,0.0
medium_scale,kl-ucb,8,0.02,800,5.0
medium_scale,kl-ucb,8,0.02,3200,17.0
medium_scale,kl-ucb,8,0.02,12800,-9.0
medium_scale,kl-ucb,8,0.02,51200,-257.0
medium_scale,kl-ucb,8,0.02,204800,-437.0
medium_scale,kl-ucb,9,0.02,50,7.0
medium_scale,kl-ucb,9,0.02,200,17.0
medium_scale,kl-ucb,9,0.02,800,15.0
medium_scale,kl-ucb,9,0.02,3200,15.0
medium_scale,kl-ucb,9,0.02,12800,-79.0
medium_scale,kl-ucb,9,0.02,51200,-93.0
medium_scale,kl-ucb,9,0.02,204800,6.0
medium_scale,kl-ucb,10,0.02,50,7.0
medium_scale,kl-ucb,10,0.02,200,11.0
medium_scale,kl-ucb,10,0.02,800,23.0
medium_scale,kl-ucb,10,0.02,3200,-2.0
medium_scale,kl-ucb,10,0.02,12800,-10.0
medium_scale,kl-ucb,10,0.02,51200,39.0
medium_scale,kl-ucb,10,0.02,204800,-164.0
medium_scale,kl-ucb,11,0.02,50,2.0
medium_scale,kl-ucb,11,0.02,200,12.0
medium_scale,kl-ucb,11,0.02,800,11.0
medium_scale,kl-ucb,11,0.02,3200,16.0
medium_scale,kl-ucb,11,0.02,12800,-36.0
medium_scale,kl-ucb,11,0.02,51200,66.0
medium_scale,kl-ucb,11,0.02,204800,-77.0
medium_scale,kl-ucb,12,0.02,50,1.0
medium_scale,kl-ucb,12,0.02,200,11.0
medium_scale,kl-ucb,12,0.02,800,14.0
medium_scale,kl-ucb,12,0.02,3200,-28.0
medium_scale,kl-ucb,12,0.02,12800,-17.0
medium_scale,kl-ucb,12,0.02,51200,-121.0
medium_scale,kl-ucb,12,0.02,204800,346.0
medium_scale,kl-ucb,13,0.02,50,16.0
medium_scale,kl-ucb,13,0.02,200,76.0
medium_scale,kl-ucb,13,0.02,800,320.0
medium_scale,kl-ucb,13,0.02,3200,1281.0
medium_scale,kl-ucb,13,0.02,12800,5132.0
medium_scale,kl-ucb,13,0.02,51200,20400.0
medium_scale,kl-ucb,13,0.02,204800,82094.0
medium_scale,kl-ucb,14,0.02,50,2.0
medium_scale,kl-ucb,14,0.02,200,-3.0
medium_scale,kl-ucb,14,0.02,800,-10.0
medium_scale,kl-ucb,14,0.02,3200,13.0
medium_scale,kl-ucb,14,0.02,12800,46.0
medium_scale,kl-ucb,14,0.02,51200,158.0
medium_scale,kl-ucb,14,0.02,204800,92.0
medium_scale,kl-ucb,15,0.02,50,-2.0
medium_scale,kl-ucb,15,0.02,200,11.0
medium_scale,kl-ucb,15,0.02,800,-4.0
medium_scale,kl-ucb,15,0.02,3200,26.0
medium_scale,kl-ucb,15,0.02,12800,111.0
medium_scale,kl-ucb,15,0.02,51200,95.0
medium_scale,kl-ucb,15,0.02,204800,-162.0
medium_scale,kl-ucb,16,0.02,50,-2.0
medium_scale,kl-ucb,16,0.02,200,13.0
medium_scale,kl-ucb,16,0.02,800,-2.0
medium_scale,kl-ucb,16,0.02,3200,12.0
medium_scale,kl-ucb,16,0.02,12800,67.0
medium_scale,kl-ucb,16,0.02,51200,-12.0
medium_scale,kl-ucb,16,0.02,204800,210.0
medium_scale,kl-ucb,17,0.02,50,6.0
medium_scale,kl-ucb,17,0.02,200,32.0
medium_scale,kl-ucb,17,0.02,800,109.0
medium_scale,kl-ucb,17,0.02,3200,355.0
medium_scale,kl-ucb,17,0.02,12800,1179.0
medium_scale,kl-ucb,17,0.02,51200,4923.0
medium_scale,kl-ucb,17,0.02,204800,20301.0
medium_scale,kl-ucb,18,0.02,50,4.0
medium_scale,kl-ucb,18,0.02,200,27.0
medium_scale,kl-ucb,18,0.02,800,76.0
medium_scale,kl-ucb,18,0.02,3200,304.0
medium_scale,kl-ucb,18,0.02,12800,1221.0
medium_scale,kl-ucb,18,0.02,51200,5117.0
medium_scale,kl-ucb,18,0.02,204800,20472.0
medium_scale,kl-ucb,19,0.02,50,4.0
medium_scale,kl-ucb,19,0.02,200,12.0
medium_scale,kl-ucb,19,0.02,800,8.0
medium_scale,kl-ucb,19,0.02,3200,20.0
medium_scale,kl-ucb,19,0.02,12800,56.0
medium_scale,kl-ucb,19,0.02,51200,-10.0
medium_scale,kl-ucb,19,0.02,204800,-97.0
medium_scale,kl-ucb,20,0.02,50,2.0
medium_scale,kl-ucb,20,0.02,200,15.0
medium_scale,kl-ucb,20,0.02,800,13.0
medium_scale,kl-ucb,20,0.02,3200,15.0
medium_scale,kl-ucb,20,0.02,12800,65.0
medium_scale,kl-ucb,20,0.02,51200,-6.0
medium_scale,kl-ucb,20,0.02,204800,-73.0
medium_scale,kl-ucb,21,0.02,50,8.0
medium_scale,kl-ucb,21,0.02,200,18.0
medium_scale,kl-ucb,21,0.02,800,8.0
medium_scale,kl-ucb,21,0.02,3200,7.0
medium_scale,kl-ucb,21,0.02,12800,64.0
medium_scale,kl-ucb,21,0.02,51200,-18.0
medium_scale,kl-ucb,21,0.02,204800,-268.0
medium_scale,kl-ucb,22,0.02,50,2.0
medium_scale,kl-ucb,22,0.02,200,7.0
medium_scale,kl-ucb,22,0.02,800,6.0
medium_scale,kl-ucb,22,0.02,3200,-28.0
medium_scale,kl-ucb,22,0.02,12800,32.0
medium_scale,kl-ucb,22,0.02,51200,86.0
medium_scale,kl-ucb,22,0.02,204800,464.0
medium_scale,kl-ucb,23,0.02,50,2.0
medium_scale,kl-ucb,23,0.02,200,6.0
medium_scale,kl-ucb,23,0.02,800,-34.0
medium_scale,kl-ucb,23,0.02,3200,-36.0
medium_scale,kl-ucb,23,0.02,12800,-93.0
medium_scale,kl-ucb,23,0.02,51200,-68.0
medium_scale,kl-ucb,23,0.02,204800,-95.0
medium_scale,kl-ucb,24,0.02,50,12.0
medium_scale,kl-ucb,24,0.02,200,15.0
medium_scale,kl-ucb,24,0.02,800,12.0
medium_scale,kl-ucb,24,0.02,3200,-32.0
medium_scale,kl-ucb,24,0.02,12800,-87.0
medium_scale,kl-ucb,24,0.02,51200,-60.0
medium_scale,kl-ucb,24,0.02,204800,-286.0
medium_scale,kl-ucb,25,0.02,50,6.0
medium_scale,kl-ucb,25,0.02,200,12.0
medium_scale,kl-ucb,25,0.02,800,21.0
medium_scale,kl-ucb,25,0.02,3200,41.0
medium_scale,kl-ucb,25,0.02,12800,58.0
medium_scale,kl-ucb,25,0.02,51200,53.0
medium_scale,kl-ucb,25,0.02,204800,150.0
medium_scale,kl-ucb,26,0.02,50,23.0
medium_scale,kl-ucb,26,0.02,200,82.0
medium_scale,kl-ucb,26,0.02,800,329.0
medium_scale,kl-ucb,26,0.02,3200,1285.0
medium_scale,kl-ucb,26,0.02,12800,5091.0
medium_scale,kl-ucb,26,0.02,51200,20439.0
medium_scale,kl-ucb,26,0.02,204800,81919.0
medium_scale,kl-ucb,27,0.02,50,4.0
medium_scale,kl-ucb,27,0.02,200,14.0
medium_scale,kl-ucb,27,0.02,800,-2.0
medium_scale,kl-ucb,27,0.02,3200,34.0
medium_scale,kl-ucb,27,0.02,12800,13.0
medium_scale,kl-ucb,27,0.02,51200,33.0
medium_scale,kl-ucb,27,0.02,204800,-10.0
medium_scale,kl-ucb,28,0.02,50,5.0
medium_scale,kl-ucb,28,0.02,200,24.0
medium_scale,kl-ucb,28,0.02,800,72.0
medium_scale,kl-ucb,28,0.02,3200,289.0
medium_scale,kl-ucb,28,0.02,12800,1230.0
medium_scale,kl-ucb,28,0.02,51200,4951.0
medium_scale,kl-ucb,28,0.02,204800,20169.0
medium_scale,kl-ucb,29,0.02,50,5.0
medium_scale,kl-ucb,29,0.02,200,9.0
medium_scale,kl-ucb,29,0.02,800,5.0
medium_scale,kl-ucb,29,0.02,3200,6.0
medium_scale,kl-ucb,29,0.02,12800,89.0
medium_scale,kl-ucb,29,0.02,51200,169.0
medium_scale,kl-ucb,29,0.02,204800,155.0
medium_scale,kl-ucb,30,0.02,50,2.0
medium_scale,kl-ucb,30,0.02,200,8.0
medium_scale,kl-ucb,30,0.02,800,61.0
medium_scale,kl-ucb,30,0.02,3200,350.0
medium_scale,kl-ucb,30,0.02,12800,1317.0
medium_scale,kl-ucb,30,0.02,51200,5133.0
medium_scale,kl-ucb,30,0.02,204800,20387.0
medium_scale,kl-ucb,31,0.02,50,-7.0
medium_scale,kl-ucb,31,0.02,200,-19.0
medium_scale,kl-ucb,31,0.02,800,-11.0
medium_scale,kl-ucb,31,0.02,3200,-10.0
medium_scale,kl-ucb,31,0.02,12800,13.0
medium_scale,kl-ucb,31,0.02,51200,8.0
medium_scale,kl-ucb,31,0.02,204800,56.0
medium_scale,kl-ucb,32,0.02,50,19.0
medium_scale,kl-ucb,32,0.02,200,78.0
medium_scale,kl-ucb,32,0.02,800,324.0
medium_scale,kl-ucb,32,0.02,3200,1284.0
medium_scale,kl-ucb,32,0.02,12800,5158.0
medium_scale,kl-ucb,32,0.02,51200,20451.0
medium_scale,kl-ucb,32,0.02,204800,82050.0
medium_scale,kl-ucb,33,0.02,50,2.0
medium_scale,kl-ucb,33,0.02,200,22.0
medium_scale,kl-ucb,33,0.02,800,102.0
medium_scale,kl-ucb,33,0.02,3200,315.0
medium_scale,kl-ucb,33,0.02,12800,1243.0
medium_scale,kl-ucb,33,0.02,51200,5268.0
medium_scale,kl-ucb,33,0.02,204800,20803.0
medium_scale,kl-ucb,34,0.02,50,7.0
medium_scale,kl-ucb,34,0.02,200,10.0
medium_scale,kl-ucb,34,0.02,800,2.0
medium_scale,kl-ucb,34,0.02,3200,-39.0
medium_scale,kl-ucb,34,0.02,12800,-20.0
medium_scale,kl-ucb,34,0.02,51200,-16.0
medium_scale,kl-ucb,34,0.02,204800,22.0
medium_scale,kl-ucb,35,0.02,50,4.0
medium_scale,kl-ucb,35,0.02,200,33.0
medium_scale,kl-ucb,35,0.02,800,92.0
medium_scale,kl-ucb,35,0.02,3200,318.0
medium_scale,kl-ucb,35,0.02,12800,1298.0
medium_scale,kl-ucb,35,0.02,51200,5225.0
medium_scale,kl-ucb,35,0.02,204800,20551.0
medium_scale,kl-ucb,36,0.02,50,-1.0
medium_scale,kl-ucb,36,0.02,200,17.0
medium_scale,kl-ucb,36,0.02,800,69.0
medium_scale,kl-ucb,36,0.02,3200,353.0
medium_scale,kl-ucb,36,0.02,12800,1373.0
medium_scale,kl-ucb,36,0.02,51200,5418.0
medium_scale,kl-ucb,36,0.02,204800,20727.0
medium_scale,kl-ucb,37,0.02,50,12.0
medium_scale,kl-ucb,37,0.02,200,49.0
medium_scale,kl-ucb,37,0.02,800,167.0
medium_scale,kl-ucb,37,0.02,3200,637.0
medium_scale,kl-ucb,37,0.02,12800,2571.0
medium_scale,kl-ucb,37,0.02,51200,10282.0
medium_scale,kl-ucb,37,0.02,204800,40700.0
medium_scale,kl-ucb,38,0.02,50,21.0
medium_scale,kl-ucb,38,0.02,200,82.0
medium_scale,kl-ucb,38,0.02,800,329.0
medium_scale,kl-ucb,38,0.02,3200,1293.0
medium_scale,kl-ucb,38,0.02,12800,5175.0
medium_scale,kl-ucb,38,0.02,51200,20588.0
medium_scale,kl-ucb,38,0.02,204800,82028.0
medium_scale,kl-ucb,39,0.02,50,12.0
medium_scale,kl-ucb,39,0.02,200,26.0
medium_scale,kl-ucb,39,0.02,800,109.0
medium_scale,kl-ucb,39,0.02,3200,338.0
medium_scale,kl-ucb,39,0.02,12800,1346.0
medium_scale,kl-ucb,39,0.02,51200,5281.0
medium_scale,kl-ucb,39,0.02,204800,20693.0
medium_scale,kl-ucb,40,0.02,50,8.0
medium_scale,kl-ucb,40,0.02,200,13.0
medium_scale,kl-ucb,40,0.02,800,20.0
medium_scale,kl-ucb,40,0.02,3200,77.0
medium_scale,kl-ucb,40,0.02,12800,84.0
medium_scale,kl-ucb,40,0.02,51200,159.0
medium_scale,kl-ucb,40,0.02,204800,191.0
medium_scale,kl-ucb,41,0.02,50,-2.0
medium_scale,kl-ucb,41,0.02,200,6.0
medium_scale,kl-ucb,41,0.02,800,14.0
medium_scale,kl-ucb,41,0.02,3200,19.0
medium_scale,kl-ucb,41,0.02,12800,7.0
medium_scale,kl-ucb,41,0.02,51200,-85.0
medium_scale,kl-ucb,41,0.02,204800,-178.0
medium_scale,kl-ucb,42,0.02,50,-2.0
medium_scale,kl-ucb,42,0.02,200,-1.0
medium_scale,kl-ucb,42,0.02,800,9.0
medium_scale,kl-ucb,42,0.02,3200,13.0
medium_scale,kl-ucb,42,0.02,12800,-71.0
medium_scale,kl-ucb,42,0.02,51200,-25.0
medium_scale,kl-ucb,42,0.02,204800,213.0
medium_scale,kl-ucb,43,0.02,50,5.0
medium_scale,kl-ucb,43,0.02,200,19.0
medium_scale,kl-ucb,43,0.02,800,30.0
medium_scale,kl-ucb,43,0.02,3200,68.0
medium_scale,kl-ucb,43,0.02,12800,143.0
medium_scale,kl-ucb,43,0.02,51200,199.0
medium_scale,kl-ucb,43,0.02,204800,26.0
medium_scale,kl-ucb,44,0.02,50,7.0
medium_scale,kl-ucb,44,0.02,200,20.0
medium_scale,kl-ucb,44,0.02,800,36.0
medium_scale,kl-ucb,44,0.02,3200,27.0
medium_scale,kl-ucb,44,0.02,12800,11.0
medium_scale,kl-ucb,44,0.02,51200,-53.0
medium_scale,kl-ucb,44,0.02,204800,-118.0
medium_scale,kl-ucb,45,0.02,50,-1.0
medium_scale,kl-ucb,45,0.02,200,10.0
medium_scale,kl-ucb,45,0.02,800,5.0
medium_scale,kl-ucb,45,0.02,3200,-19.0
medium_scale,kl-ucb,45,0.02,12800,-33.0
medium_scale,kl-ucb,45,0.02,51200,-58.0
medium_scale,kl-ucb,45,0.02,204800,331.0
medium_scale,kl-ucb,46,0.02,50,-4.0
medium_scale,kl-ucb,46,0.02,200,2.0
medium_scale,kl-ucb,46,0.02,800,-8.0
medium_scale,kl-ucb,46,0.02,3200,15.0
medium_scale,kl-ucb,46,0.02,12800,-18.0
medium_scale,kl-ucb,46,0.02,51200,9.0
medium_scale,kl-ucb,46,0.02,204800,247.0
medium_scale,kl-ucb,47,0.02,50,2.0
medium_scale,kl-ucb,47,0.02,200,23.0
medium_scale,kl-ucb,47,0.02,800,98.0
medium_scale,kl-ucb,47,0.02,3200,347.0
medium_scale,kl-ucb,47,0.02,12800,1241.0
medium_scale,kl-ucb,47,0.02,51200,5041.0
medium_scale,kl-ucb,47,0.02,204800,20472.0
medium_scale,kl-ucb,48,0.02,50,7.0
medium_scale,kl-ucb,48,0.02,200,31.0
medium_scale,kl-ucb,48,0.02,800,84.0
medium_scale,kl-ucb,48,0.02,3200,332.0
medium_scale,kl-ucb,48,0.02,12800,1318.0
medium_scale,kl-ucb,48,0.02,51200,5100.0
medium_scale,kl-ucb,48,0.02,204800,20396.0
medium_scale,kl-ucb,49,0.02,50,22.0
medium_scale,kl-ucb,49,0.02,200,81.0
medium_scale,kl-ucb,49,0.02,800,311.0
medium_scale,kl-ucb,49,0.02,3200,1270.0
medium_scale,kl-ucb,49,0.02,12800,5134.0
medium_scale,kl-ucb,49,0.02,51200,20448.0
medium_scale,kl-ucb,49,0.02,204800,82014.0
medium_scale,round-robin,0,0.02,50,12.0
medium_scale,round-robin,0,0.02,200,43.0
medium_scale,round-robin,0,0.02,800,168.0
medium_scale,round-robin,0,0.02,3200,666.0
medium_scale,round-robin,0,0.02,12800,2492.0
medium_scale,round-robin,0,0.02,51200,10202.0
medium_scale,round-robin,0,0.02,204800,41238.0
medium_scale,round-robin,1,0.02,50,5.0
medium_scale,round-robin,1,0.02,200,32.0
medium_scale,round-robin,1,0.02,800,164.0
medium_scale,round-robin,1,0.02,3200,632.0
medium_scale,round-robin,1,0.02,12800,2602.0
medium_scale,round-robin,1,0.02,51200,10291.0
medium_scale,round-robin,1,0.02,204800,40922.0
medium_scale,round-robin,2,0.02,50,10.0
medium_scale,round-robin,2,0.02,200,28.0
medium_scale,round-robin,2,0.02,800,145.0
medium_scale,round-robin,2,0.02,3200,612.0
medium_scale,round-robin,2,0.02,12800,2374.0
medium_scale,round-robin,2,0.02,51200,10108.0
medium_scale,round-robin,2,0.02,204800,40381.0
medium_scale,round-robin,3,0.02,50,2.0
medium_scale,round-robin,3,0.02,200,32.0
medium_scale,round-robin,3,0.02,800,155.0
medium_scale,round-robin,3,0.02,3200,619.0
medium_scale,round-robin,3,0.02,12800,2472.0
medium_scale,round-robin,3,0.02,51200,10202.0
medium_scale,round-robin,3,0.02,204800,40835.0
medium_scale,round-robin,4,0.02,50,9.0
medium_scale,round-robin,4,0.02,200,45.0
medium_scale,round-robin,4,0.02,800,161.0
medium_scale,round-robin,4,0.02,3200,632.0
medium_scale,round-robin,4,0.02,12800,2551.0
medium_scale,round-robin,4,0.02,51200,10131.0
medium_scale,round-robin,4,0.02,204800,40576.0
medium_scale,round-robin,5,0.02,50,9.0
medium_scale,round-robin,5,0.02,200,41.0
medium_scale,round-robin,5,0.02,800,155.0
medium_scale,round-robin,5,0.02,3200,651.0
medium_scale,round-robin,5,0.02,12800,2595.0
medium_scale,round-robin,5,0.02,51200,10325.0
medium_scale,round-robin,5,0.02,204800,41025.0
medium_scale,round-robin,6,0.02,50,13.0
medium_scale,round-robin,6,0.02,200,36.0
medium_scale,round-robin,6,0.02,800,163.0
medium_scale,round-robin,6,0.02,3200,666.0
medium_scale,round-robin,6,0.02,12800,2600.0
medium_scale,round-robin,6,0.02,51200,10119.0
medium_scale,round-robin,6,0.02,204800,40744.0
medium_scale,round-robin,7,0.02,50,11.0
medium_scale,round-robin,7,0.02,200,38.0
medium_scale,round-robin,7,0.02,800,154.0
medium_scale,round-robin,7,0.02,3200,592.0
medium_scale,round-robin,7,0.02,12800,2467.0
medium_scale,round-robin,7,0.02,51200,10151.0
medium_scale,round-robin,7,0.02,204800,41146.0
medium_scale,round-robin,8,0.02,50,8.0
medium_scale,round-robin,8,0.02,200,40.0
medium_scale,round-robin,8,0.02,800,159.0
medium_scale,round-robin,8,0.02,3200,643.0
medium_scale,round-robin,8,0.02,12800,2589.0
medium_scale,round-robin,8,0.02,51200,10154.0
medium_scale,round-robin,8,0.02,204800,40806.0
medium_scale,round-robin,9,0.02,50,12.0
medium_scale,round-robin,9,0.02,200,46.0
medium_scale,round-robin,9,0.02,800,174.0
medium_scale,round-robin,9,0.02,3200,654.0
medium_scale,round-robin,9,0.02,12800,2533.0
medium_scale,round-robin,9,0.02,51200,10219.0
medium_scale,round-robin,9,0.02,204800,41224.0
medium_scale,round-robin,10,0.02,50,8.0
medium_scale,round-robin,10,0.02,200,29.0
medium_scale,round-robin,10,0.02,800,157.0
medium_scale,round-robin,10,0.02,3200,591.0
medium_scale,round-robin,10,0.02,12800,2459.0
medium_scale,round-robin,10,0.02,51200,10122.0
medium_scale,round-robin,10,0.02,204800,40623.0
medium_scale,round-robin,11,0.02,50,6.0
medium_scale,round-robin,11,0.02,200,39.0
medium_scale,round-robin,11,0.02,800,159.0
medium_scale,round-robin,11,0.02,3200,644.0
medium_scale,round-robin,11,0.02,12800,2512.0
medium_scale,round-robin,11,0.02,51200,10198.0
medium_scale,round-robin,11,0.02,204800,40775.0
medium_scale,round-robin,12,0.02,50,10.0
medium_scale,round-robin,12,0.02,200,39.0
medium_scale,round-robin,12,0.02,800,160.0
medium_scale,round-robin,12,0.02,3200,627.0
medium_scale,round-robin,12,0.02,12800,2586.0
medium_scale,round-robin,12,0.02,51200,10246.0
medium_scale,round-robin,12,0.02,204800,41080.0
medium_scale,round-robin,13,0.02,50,9.0
medium_scale,round-robin,13,0.02,200,25.0
medium_scale,round-robin,13,0.02,800,135.0
medium_scale,round-robin,13,0.02,3200,640.0
medium_scale,round-robin,13,0.02,12800,2594.0
medium_scale,round-robin,13,0.02,51200,10133.0
medium_scale,round-robin,13,0.02,204800,41334.0
medium_scale,round-robin,14,0.02,50,13.0
medium_scale,round-robin,14,0.02,200,47.0
medium_scale,round-robin,14,0.02,800,172.0
medium_scale,round-robin,14,0.02,3200,672.0
medium_scale,round-robin,14,0.02,12800,2694.0
medium_scale,round-robin,14,0.02,51200,10342.0
medium_scale,round-robin,14,0.02,204800,40910.0
medium_scale,round-robin,15,0.02,50,3.0
medium_scale,round-robin,15,0.02,200,34.0
medium_scale,round-robin,15,0.02,800,129.0
medium_scale,round-robin,15,0.02,3200,643.0
medium_scale,round-robin,15,0.02,12800,2600.0
medium_scale,round-robin,15,0.02,51200,10406.0
medium_scale,round-robin,15,0.02,204800,40837.0
medium_scale,round-robin,16,0.02,50,4.0
medium_scale,round-robin,16,0.02,200,38.0
medium_scale,round-robin,16,0.02,800,153.0
medium_scale,round-robin,16,0.02,3200,655.0
medium_scale,round-robin,16,0.02,12800,2600.0
medium_scale,round-robin,16,0.02,51200,10175.0
medium_scale,round-robin,16,0.02,204800,41101.0
medium_scale,round-robin,17,0.02,50,10.0
medium_scale,round-robin,17,0.02,200,45.0
medium_scale,round-robin,17,0.02,800,179.0
medium_scale,round-robin,17,0.02,3200,665.0
medium_scale,round-robin,17,0.02,12800,2507.0
medium_scale,round-robin,17,0.02,51200,10151.0
medium_scale,round-robin,17,0.02,204800,40910.0
medium_scale,round-robin,18,0.02,50,11.0
medium_scale,round-robin,18,0.02,200,50.0
medium_scale,round-robin,18,0.02,800,160.0
medium_scale,round-robin,18,0.02,3200,605.0
medium_scale,round-robin,18,0.02,12800,2409.0
medium_scale,round-robin,18,0.02,51200,10147.0
medium_scale,round-robin,18,0.02,204800,40786.0
medium_scale,round-robin,19,0.02,50,9.0
medium_scale,round-robin,19,0.02,200,30.0
medium_scale,round-robin,19,0.02,800,144.0
medium_scale,round-robin,19,0.02,3200,671.0
medium_scale,round-robin,19,0.02,12800,2557.0
medium_scale,round-robin,19,0.02,51200,10149.0
medium_scale,round-robin,19,0.02,204800,40681.0
medium_scale,round-robin,20,0.02,50,9.0
medium_scale,round-robin,20,0.02,200,51.0
medium_scale,round-robin,20,0.02,800,167.0
medium_scale,round-robin,20,0.02,3200,632.0
medium_scale,round-robin,20,0.02,12800,2597.0
medium_scale,round-robin,20,0.02,51200,10354.0
medium_scale,round-robin,20,0.02,204800,40985.0
medium_scale,round-robin,21,0.02,50,9.0
medium_scale,round-robin,21,0.02,200,40.0
medium_scale,round-robin,21,0.02,800,144.0
medium_scale,round-robin,21,0.02,3200,621.0
medium_scale,round-robin,21,0.02,12800,2591.0
medium_scale,round-robin,21,0.02,51200,10187.0
medium_scale,round-robin,21,0.02,204800,40775.0
medium_scale,round-robin,22,0.02,50,8.0
medium_scale,round-robin,22,0.02,200,41.0
medium_scale,round-robin,22,0.02,800,166.0
medium_scale,round-robin,22,0.02,3200,612.0
medium_scale,round-robin,22,0.02,12800,2563.0
medium_scale,round-robin,22,0.02,51200,10330.0
medium_scale,round-robin,22,0.02,204800,41189.0
medium_scale,round-robin,23,0.02,50,8.0
medium_scale,round-robin,23,0.02,200,33.0
medium_scale,round-robin,23,0.02,800,126.0
medium_scale,round-robin,23,0.02,3200,598.0
medium_scale,round-robin,23,0.02,12800,2499.0
medium_scale,round-robin,23,0.02,51200,10168.0
medium_scale,round-robin,23,0.02,204800,40943.0
medium_scale,round-robin,24,0.02,50,16.0
medium_scale,round-robin,24,0.02,200,45.0
medium_scale,round-robin,24,0.02,800,173.0
medium_scale,round-robin,24,0.02,3200,613.0
medium_scale,round-robin,24,0.02,12800,2496.0
medium_scale,round-robin,24,0.02,51200,10207.0
medium_scale,round-robin,24,0.02,204800,40804.0
medium_scale,round-robin,25,0.02,50,13.0
medium_scale,round-robin,25,0.02,200,35.0
medium_scale,round-robin,25,0.02,800,178.0
medium_scale,round-robin,25,0.02,3200,679.0
